x,y,type,walkable,biome,blockId,description
0,33,sidewalk,true,industrial,132,"Sidewalk with a newspaper stand."
1,33,sidewalk,true,industrial,132,"Sidewalk outside a bustling cafe."
2,33,sidewalk,true,industrial,132,"You are on a busy sidewalk in front of a shop."
0,34,sidewalk,true,industrial,132,"Sidewalk outside a bustling cafe."
1,34,building,false,industrial,132,"You are inside a bustling apartment building."
2,34,sidewalk,true,industrial,132,"Sidewalk with a newspaper stand."
0,35,sidewalk,true,industrial,132,"Sidewalk outside a bustling cafe."
1,35,sidewalk,true,industrial,132,"Sidewalk outside a bustling cafe."
2,35,sidewalk,true,industrial,132,"Sidewalk outside a bustling cafe."
3,33,sidewalk,true,waterfront,133,"Sidewalk with a bike rack and a bench."
4,33,sidewalk,true,waterfront,133,"You are on a busy sidewalk in front of a shop."
5,33,sidewalk,true,waterfront,133,"Sidewalk with a newspaper stand."
3,34,sidewalk,true,waterfront,133,"Sidewalk outside a bustling cafe."
4,34,building,false,waterfront,133,"A small grocery store packed with goods."
5,34,sidewalk,true,waterfront,133,"You are on a busy sidewalk in front of a shop."
3,35,sidewalk,true,waterfront,133,"Sidewalk outside a bustling cafe."
4,35,sidewalk,true,waterfront,133,"Sidewalk with a bike rack and a bench."
5,35,sidewalk,true,waterfront,133,"Sidewalk with a bike rack and a bench."
6,33,sidewalk,true,mixed-use,134,"Sidewalk with a newspaper stand."
7,33,sidewalk,true,mixed-use,134,"Sidewalk with a bike rack and a bench."
8,33,sidewalk,true,mixed-use,134,"Sidewalk with a newspaper stand."
6,34,sidewalk,true,mixed-use,134,"Sidewalk with a bike rack and a bench."
7,34,building,false,mixed-use,134,"You are inside a bustling apartment building."
8,34,sidewalk,true,mixed-use,134,"You are on a busy sidewalk in front of a shop."
6,35,sidewalk,true,mixed-use,134,"Sidewalk outside a bustling cafe."
7,35,sidewalk,true,mixed-use,134,"You are on a busy sidewalk in front of a shop."
8,35,sidewalk,true,mixed-use,134,"Sidewalk outside a bustling cafe."
9,33,sidewalk,true,civic,135,"Sidewalk outside a bustling cafe."
10,33,sidewalk,true,civic,135,"A quiet sidewalk lined with trees."
11,33,sidewalk,true,civic,135,"Sidewalk with a newspaper stand."
9,34,sidewalk,true,civic,135,"You are on a busy sidewalk in front of a shop."
10,34,building,false,civic,135,"You are inside a bustling apartment building."
11,34,sidewalk,true,civic,135,"Sidewalk outside a bustling cafe."
9,35,sidewalk,true,civic,135,"You are on a busy sidewalk in front of a shop."
10,35,sidewalk,true,civic,135,"You are on a busy sidewalk in front of a shop."
11,35,sidewalk,true,civic,135,"Sidewalk outside a bustling cafe."
12,33,sidewalk,true,residential,136,"You are on a busy sidewalk in front of a shop."
13,33,sidewalk,true,residential,136,"You are on a busy sidewalk in front of a shop."
14,33,sidewalk,true,residential,136,"You are on a busy sidewalk in front of a shop."
12,34,sidewalk,true,residential,136,"Sidewalk with a bike rack and a bench."
13,34,building,false,residential,136,"A lively coffee shop with people chatting."
14,34,sidewalk,true,residential,136,"A quiet sidewalk lined with trees."
12,35,sidewalk,true,residential,136,"A quiet sidewalk lined with trees."
13,35,sidewalk,true,residential,136,"Sidewalk outside a bustling cafe."
14,35,sidewalk,true,residential,136,"Sidewalk with a bike rack and a bench."
15,33,sidewalk,true,commercial,137,"A quiet sidewalk lined with trees."
16,33,sidewalk,true,commercial,137,"You are on a busy sidewalk in front of a shop."
17,33,sidewalk,true,commercial,137,"Sidewalk outside a bustling cafe."
15,34,sidewalk,true,commercial,137,"You are on a busy sidewalk in front of a shop."
16,34,building,false,commercial,137,"A small grocery store packed with goods."
17,34,sidewalk,true,commercial,137,"Sidewalk with a newspaper stand."
15,35,sidewalk,true,commercial,137,"A quiet sidewalk lined with trees."
16,35,sidewalk,true,commercial,137,"Sidewalk with a newspaper stand."
17,35,sidewalk,true,commercial,137,"Sidewalk outside a bustling cafe."
18,33,sidewalk,true,park,138,"You are on a busy sidewalk in front of a shop."
19,33,sidewalk,true,park,138,"Sidewalk outside a bustling cafe."
20,33,sidewalk,true,park,138,"Sidewalk with a bike rack and a bench."
18,34,sidewalk,true,park,138,"Sidewalk outside a bustling cafe."
19,34,building,false,park,138,"A cozy bakery with the smell of fresh bread."
20,34,sidewalk,true,park,138,"Sidewalk outside a bustling cafe."
18,35,sidewalk,true,park,138,"A quiet sidewalk lined with trees."
19,35,sidewalk,true,park,138,"Sidewalk with a newspaper stand."
20,35,sidewalk,true,park,138,"A quiet sidewalk lined with trees."
21,33,sidewalk,true,downtown,139,"Sidewalk with a newspaper stand."
22,33,sidewalk,true,downtown,139,"Sidewalk outside a bustling cafe."
23,33,sidewalk,true,downtown,139,"A quiet sidewalk lined with trees."
21,34,sidewalk,true,downtown,139,"Sidewalk with a bike rack and a bench."
22,34,building,false,downtown,139,"A quiet office space with large windows."
23,34,sidewalk,true,downtown,139,"Sidewalk outside a bustling cafe."
21,35,sidewalk,true,downtown,139,"Sidewalk outside a bustling cafe."
22,35,sidewalk,true,downtown,139,"Sidewalk with a bike rack and a bench."
23,35,sidewalk,true,downtown,139,"Sidewalk with a bike rack and a bench."
24,33,sidewalk,true,industrial,140,"A quiet sidewalk lined with trees."
25,33,sidewalk,true,industrial,140,"Sidewalk with a newspaper stand."
26,33,sidewalk,true,industrial,140,"Sidewalk with a bike rack and a bench."
24,34,sidewalk,true,industrial,140,"You are on a busy sidewalk in front of a shop."
25,34,building,false,industrial,140,"A small grocery store packed with goods."
26,34,sidewalk,true,industrial,140,"Sidewalk with a newspaper stand."
24,35,sidewalk,true,industrial,140,"Sidewalk with a bike rack and a bench."
25,35,sidewalk,true,industrial,140,"A quiet sidewalk lined with trees."
26,35,sidewalk,true,industrial,140,"You are on a busy sidewalk in front of a shop."
27,33,sidewalk,true,waterfront,141,"Sidewalk with a bike rack and a bench."
28,33,sidewalk,true,waterfront,141,"A quiet sidewalk lined with trees."
29,33,sidewalk,true,waterfront,141,"Sidewalk outside a bustling cafe."
27,34,sidewalk,true,waterfront,141,"A quiet sidewalk lined with trees."
28,34,building,false,waterfront,141,"A small grocery store packed with goods."
29,34,sidewalk,true,waterfront,141,"Sidewalk outside a bustling cafe."
27,35,sidewalk,true,waterfront,141,"Sidewalk outside a bustling cafe."
28,35,sidewalk,true,waterfront,141,"Sidewalk with a newspaper stand."
29,35,sidewalk,true,waterfront,141,"Sidewalk outside a bustling cafe."
30,33,sidewalk,true,mixed-use,142,"Sidewalk with a newspaper stand."
31,33,sidewalk,true,mixed-use,142,"You are on a busy sidewalk in front of a shop."
32,33,sidewalk,true,mixed-use,142,"Sidewalk outside a bustling cafe."
30,34,sidewalk,true,mixed-use,142,"Sidewalk with a newspaper stand."
31,34,building,false,mixed-use,142,"A small grocery store packed with goods."
32,34,sidewalk,true,mixed-use,142,"Sidewalk outside a bustling cafe."
30,35,sidewalk,true,mixed-use,142,"Sidewalk with a bike rack and a bench."
31,35,sidewalk,true,mixed-use,142,"Sidewalk with a bike rack and a bench."
32,35,sidewalk,true,mixed-use,142,"Sidewalk with a newspaper stand."
33,33,sidewalk,true,civic,143,"Sidewalk outside a bustling cafe."
34,33,sidewalk,true,civic,143,"Sidewalk with a newspaper stand."
35,33,sidewalk,true,civic,143,"You are on a busy sidewalk in front of a shop."
33,34,sidewalk,true,civic,143,"A quiet sidewalk lined with trees."
34,34,building,false,civic,143,"A cozy bakery with the smell of fresh bread."
35,34,sidewalk,true,civic,143,"Sidewalk with a bike rack and a bench."
33,35,sidewalk,true,civic,143,"A quiet sidewalk lined with trees."
34,35,sidewalk,true,civic,143,"A quiet sidewalk lined with trees."
35,35,sidewalk,true,civic,143,"You are on a busy sidewalk in front of a shop."
